,pm2.5,pm10,o3,no2,so2,co
2018-08-14,45.0,15.0,15.0,11.0,4.0,2.0
2018-08-13,55.0,24.0,20.0,18.0,5.0,2.0
2018-08-12,55.0,28.0,37.0,16.0,7.0,2.0
2018-08-11,59.0,28.0,31.0,22.0,9.0,3.0
2018-08-10,32.0,28.0,31.0,20.0,6.0,4.0
2018-08-09,9.0,18.0,29.0,12.0,2.0,3.0
2018-08-06,77.0,40.0,42.0,16.0,4.0,3.0
2018-08-05,66.0,43.0,43.0,23.0,6.0,4.0
2018-08-04,80.0,30.0,60.0,15.0,4.0,4.0
2018-08-03,76.0,43.0,85.0,22.0,7.0,5.0
2018-08-02,58.0,41.0,94.0,27.0,9.0,4.0
2018-08-01,39.0,28.0,54.0,29.0,10.0,2.0
2018-07-31,31.0,18.0,29.0,16.0,7.0,3.0
2018-07-30,37.0,19.0,19.0,10.0,2.0,3.0
2018-07-29,26.0,25.0,34.0,9.0,3.0,3.0
2018-07-27,32.0,14.0,26.0,8.0,2.0,2.0
2018-07-26,53.0,13.0,30.0,9.0,1.0,2.0
2018-07-25,72.0,25.0,28.0,11.0,2.0,4.0
2018-07-24,62.0,36.0,69.0,14.0,4.0,4.0
2018-07-23,61.0,26.0,64.0,21.0,9.0,4.0
2018-07-22,41.0,31.0,55.0,21.0,7.0,3.0
2018-07-21,35.0,19.0,20.0,16.0,7.0,3.0
2018-07-20,54.0,20.0,9.0,13.0,4.0,2.0
2018-07-19,78.0,28.0,18.0,22.0,7.0,3.0
2018-07-18,83.0,40.0,43.0,27.0,7.0,3.0
2018-07-17,86.0,43.0,21.0,25.0,10.0,4.0
2018-07-16,76.0,44.0,38.0,23.0,12.0,4.0
2018-07-15,64.0,39.0,49.0,16.0,6.0,4.0
2018-07-14,60.0,27.0,73.0,20.0,5.0,4.0
2018-07-13,52.0,27.0,30.0,26.0,7.0,3.0
2018-07-12,54.0,23.0,28.0,19.0,4.0,3.0
2018-07-11,44.0,26.0,28.0,26.0,6.0,4.0
2018-07-10,36.0,20.0,12.0,17.0,11.0,2.0
2018-07-09,35.0,19.0,12.0,17.0,5.0,3.0
2018-07-08,33.0,17.0,13.0,12.0,4.0,4.0
2018-07-07,25.0,17.0,9.0,13.0,3.0,3.0
2018-07-05,36.0,17.0,12.0,8.0,1.0,2.0
2018-07-04,43.0,19.0,7.0,9.0,2.0,2.0
2018-07-03,48.0,20.0,9.0,14.0,4.0,2.0
2018-07-01,34.0,23.0,10.0,9.0,4.0,3.0
2018-06-30,30.0,18.0,6.0,11.0,4.0,3.0
2018-06-29,43.0,14.0,7.0,9.0,3.0,2.0
2018-06-28,27.0,19.0,10.0,8.0,1.0,2.0
2018-06-27,62.0,12.0,23.0,7.0,1.0,2.0
2018-06-26,66.0,27.0,48.0,19.0,3.0,4.0
2018-06-25,58.0,28.0,46.0,41.0,7.0,6.0
2018-06-24,81.0,23.0,53.0,20.0,6.0,4.0
2018-06-23,71.0,35.0,30.0,31.0,5.0,5.0
2018-06-22,49.0,30.0,52.0,31.0,5.0,5.0
2018-06-19,33.0,15.0,37.0,17.0,3.0,3.0
2018-06-18,26.0,12.0,16.0,22.0,2.0,3.0
2018-06-17,14.0,9.0,30.0,8.0,5.0,3.0
2018-06-15,31.0,9.0,23.0,13.0,1.0,2.0
2018-06-14,39.0,12.0,32.0,11.0,3.0,3.0
2018-06-13,35.0,16.0,33.0,12.0,3.0,3.0
2018-06-12,8.0,15.0,26.0,16.0,2.0,3.0
2018-06-09,41.0,21.0,66.0,18.0,4.0,3.0
2018-06-08,43.0,15.0,37.0,20.0,4.0,3.0
2018-06-07,49.0,15.0,47.0,20.0,6.0,3.0
2018-06-06,37.0,17.0,39.0,26.0,4.0,3.0
2018-06-05,33.0,12.0,50.0,15.0,3.0,3.0
2018-06-04,44.0,11.0,58.0,12.0,1.0,3.0
2018-06-03,40.0,14.0,58.0,11.0,3.0,3.0
2018-06-02,26.0,13.0,62.0,16.0,4.0,3.0
2018-06-01,48.0,9.0,55.0,11.0,2.0,2.0
2018-05-31,55.0,16.0,35.0,21.0,3.0,3.0
2018-05-30,50.0,22.0,38.0,19.0,6.0,3.0
2018-05-29,54.0,19.0,35.0,19.0,4.0,4.0
2018-05-28,61.0,22.0,30.0,23.0,5.0,3.0
2018-05-27,69.0,25.0,69.0,11.0,4.0,4.0
2018-05-26,55.0,31.0,55.0,23.0,7.0,4.0
2018-05-25,34.0,25.0,38.0,28.0,7.0,3.0
2018-05-24,37.0,12.0,44.0,14.0,3.0,3.0
2018-05-23,48.0,12.0,34.0,16.0,3.0,3.0
2018-05-22,43.0,14.0,47.0,22.0,5.0,4.0
2018-05-21,17.0,13.0,40.0,21.0,4.0,3.0
2018-05-20,46.0,5.0,39.0,5.0,2.0,3.0
2018-05-19,95.0,23.0,36.0,11.0,2.0,3.0
2018-05-18,80.0,47.0,42.0,30.0,7.0,5.0
2018-05-17,54.0,34.0,41.0,33.0,10.0,7.0
2018-05-16,52.0,18.0,48.0,22.0,4.0,3.0
2018-05-15,59.0,18.0,40.0,32.0,6.0,5.0
